iTOW,version,posCovValid,velCovValid,reserved0,posCovNN,posCovNE,posCovND,posCovEE,posCovED,posCovDD,velCovNN,velCovNE,velCovND,velCovEE,velCovED,velCovDD
91494000,0,1,1,1171368248954360692736,0.5884591341018677,-0.12922444939613342,0.052222274243831635,0.9953063726425171,0.06934107095003128,7.180878639221191,0.0048271482810378075,-0.00033505819737911224,0.0026679050642997026,0.010045891627669334,-0.0006510778330266476,0.04390014708042145
91495000,0,1,1,1171368248954360692736,0.5832759737968445,-0.1263173222541809,0.05777566134929657,0.9930570125579834,0.07074668258428574,7.123743057250977,0.005003664176911116,2.0873150788247585e-05,0.002936646342277527,0.011752650141716003,0.00023129954934120178,0.04517614468932152
91496000,0,1,1,1171368248954360692736,0.5796440243721008,-0.12412062287330627,0.06364907324314117,0.9932947158813477,0.06588613986968994,7.0888166427612305,0.0060363830998539925,-0.0002879002131521702,0.002376446034759283,0.013131455518305302,-0.0009450837969779968,0.04917912185192108
91497000,0,1,1,1171368248954360692736,0.5774422883987427,-0.12252263724803925,0.07072374224662781,0.996724009513855,0.05860161781311035,7.0763983726501465,0.00624964339658618,-0.0001899205381050706,0.002856998238712549,0.014210100285708904,-0.001028615515679121,0.052542079240083694
91498000,0,1,1,1171368248954360692736,0.5746152400970459,-0.12090340256690979,0.07731424272060394,0.999190092086792,0.05122377723455429,7.056093692779541,0.005600515753030777,-0.00034145452082157135,0.002633228898048401,0.013171596452593803,-0.0011244751513004303,0.049363795667886734
91499000,0,1,1,1171368248954360692736,0.5710615515708923,-0.11933296918869019,0.08304110169410706,1.0005650520324707,0.04541046917438507,7.032249927520752,0.00546016963198781,-0.0003254120238125324,0.00255405786447227,0.012604610063135624,-0.0008350636344403028,0.047831736505031586
91500000,0,1,1,1171368248954360692736,0.5670764446258545,-0.11765608191490173,0.08821813762187958,0.9996991753578186,0.0412323921918869,7.003167152404785,0.0046662837266922,-0.0005201655440032482,0.002613280201330781,0.011248305439949036,-0.0008581648580729961,0.04513406381011009
91501000,0,1,1,1171368248954360692736,0.5628584027290344,-0.11624148488044739,0.0929957702755928,0.9983780980110168,0.036554887890815735,6.971922874450684,0.004965252708643675,-0.0004999574739485979,0.0026567326858639717,0.011459216475486755,-0.001147788017988205,0.044582609087228775
91502000,0,1,1,1171368248954360692736,0.5582630634307861,-0.11418067663908005,0.0965312123298645,0.99614417552948,0.03713471442461014,6.926183223724365,0.004763386212289333,-0.00023640843573957682,0.0029023662209510803,0.011078919284045696,7.254071533679962e-06,0.04212078079581261
91503000,0,1,1,1171368248954360692736,0.554628849029541,-0.11211112886667252,0.10111725330352783,0.9939746856689453,0.03675352782011032,6.885376453399658,0.005515528377145529,-0.00033342873211950064,0.002636330435052514,0.01141594909131527,-0.0004117863718420267,0.04257402569055557
91504000,0,1,1,1171368248954360692736,0.5512941479682922,-0.11027340590953827,0.10592559725046158,0.9880881309509277,0.028698831796646118,6.850273132324219,0.005231399554759264,-0.00034656585194170475,0.0027295509353280067,0.008728627115488052,-0.002369920490309596,0.042451824992895126
91505000,0,1,1,1171368248954360692736,0.5491628050804138,-0.10908930003643036,0.11038915812969208,0.9809919595718384,0.025718562304973602,6.844214916229248,0.006790464743971825,-0.0014969614567235112,0.0033513186499476433,0.009903688915073872,0.0005776169709861279,0.05283110961318016
91506000,0,1,1,1171368248954360692736,0.5519242286682129,-0.1105278879404068,0.11576913297176361,0.9892276525497437,0.033432841300964355,6.909651756286621,0.010273946449160576,-0.0024786540307104588,0.0022282861173152924,0.021251633763313293,0.002903485670685768,0.06913220882415771
91507000,0,1,1,1171368248954360692736,0.55210942029953,-0.11049501597881317,0.1130560040473938,0.988916277885437,0.039564818143844604,6.8808274269104,0.006777540314942598,-0.0021929843351244926,0.0027494195383042097,0.008403273299336433,-0.0005691144615411758,0.05520906299352646
91508000,0,1,1,1171368248954360692736,0.5495638251304626,-0.10993257164955139,0.11101553589105606,0.9781394004821777,0.03963180631399155,6.853567600250244,0.0058649457059800625,-0.001550803193822503,0.0014665494672954082,0.0062263477593660355,-0.000749991275370121,0.0465499609708786
91509000,0,1,1,1171368248954360692736,0.5457968711853027,-0.10822559148073196,0.10479053109884262,0.9657263159751892,0.04531314969062805,6.799997329711914,0.005088575650006533,-0.0009688324062153697,0.0018026316538453102,0.004627133719623089,-0.0009050191147252917,0.04107542335987091
91510000,0,1,1,1171368248954360692736,0.5405168533325195,-0.10510428249835968,0.09200206398963928,0.9561371803283691,0.058545179665088654,6.7422637939453125,0.005489377770572901,-0.00030201527988538146,-0.0011535182129591703,0.010794378817081451,0.003675168612971902,0.04726959019899368
91511000,0,1,1,1171368248954360692736,0.5357550382614136,-0.09930798411369324,0.07914964854717255,0.9476101398468018,0.06728605180978775,6.643199920654297,0.0054002441465854645,0.001609142287634313,-0.0007403878262266517,0.00908874161541462,-0.0013225271832197905,0.03789325803518295
91512000,0,1,1,1171368248954360692736,0.5332982540130615,-0.09515612572431564,0.07462561875581741,0.9413949251174927,0.06953604519367218,6.599239349365234,0.005799146369099617,-6.284448318183422e-05,0.0006412954535335302,0.00862701702862978,0.0012927853967994452,0.04209945723414421
91513000,0,1,1,1171368248954360692736,0.533033549785614,-0.09050476551055908,0.07159698009490967,0.9380584955215454,0.07826808840036392,6.56673002243042,0.007587213069200516,0.0015496134292334318,0.0011970013147220016,0.01160460151731968,-0.00010608742013573647,0.045956604182720184
91514000,0,1,1,1171368248954360692736,0.5317348837852478,-0.0875433161854744,0.06643182039260864,0.9332050681114197,0.08572259545326233,6.547224998474121,0.006261531263589859,-0.0011090305633842945,0.0011224308982491493,0.009599153883755207,0.0005406783893704414,0.051566675305366516
91515000,0,1,1,1171368248954360692736,0.5313308238983154,-0.08786176145076752,0.06572327017784119,0.9299774765968323,0.08202076703310013,6.578381538391113,0.007338318508118391,-0.0012701855739578605,0.000791782746091485,0.01020810380578041,-0.0026507279835641384,0.06486934423446655
91516000,0,1,1,1171368248954360692736,0.533738374710083,-0.09062112867832184,0.06859658658504486,0.9304777979850769,0.06416601687669754,6.670675277709961,0.008623702451586723,-0.0026516830548644066,0.0020436355844140053,0.01072748750448227,-0.007264165673404932,0.08120592683553696
91517000,0,1,1,1171368248954360692736,0.5349962115287781,-0.09154734015464783,0.07189013808965683,0.932153582572937,0.04672122001647949,6.741954803466797,0.006975729484111071,-5.5684009566903114e-05,0.002216870430856943,0.012719717808067799,-0.004979056306183338,0.07356160879135132
91518000,0,1,1,1171368248954360692736,0.5350831747055054,-0.09052383154630661,0.0757908970117569,0.9366404414176941,0.026181869208812714,6.827892780303955,0.007215831894427538,2.2243941202759743e-05,0.0022184750996530056,0.014435642398893833,-0.006708985194563866,0.07940548658370972
91519000,0,1,1,1171368248954360692736,0.5354325175285339,-0.09012676030397415,0.08627631515264511,0.9464634656906128,0.0016134381294250488,6.945641040802002,0.007602117024362087,-0.0008419400546699762,0.004112412687391043,0.019062213599681854,-0.006733146961778402,0.08581557869911194
91520000,0,1,1,1171368248954360692736,0.5368127226829529,-0.08919140696525574,0.10026566684246063,0.9601885080337524,-0.022442981600761414,7.077237129211426,0.008239875547587872,0.00011602346785366535,0.00595766119658947,0.015468742698431015,-0.007566867861896753,0.08824833482503891
91521000,0,1,1,1171368248954360692736,0.5378177165985107,-0.08740051835775375,0.11876323074102402,0.9663078784942627,-0.05151665210723877,7.1904096603393555,0.007363331504166126,0.00017587048932909966,0.005985565483570099,0.012963478453457355,-0.008017564192414284,0.08200539648532867
91522000,0,1,1,1171368248954360692736,0.5389707088470459,-0.08600421249866486,0.1391298472881317,0.9709169268608093,-0.08724557608366013,7.298714637756348,0.007704496383666992,6.294879131019115e-05,0.007732432335615158,0.013853740878403187,-0.011435301974415779,0.08135415613651276
91523000,0,1,1,1171368248954360692736,0.5388692617416382,-0.08420160412788391,0.15652534365653992,0.9798650741577148,-0.12321875989437103,7.385869026184082,0.007267258130013943,0.00046784221194684505,0.005728159099817276,0.015713293105363846,-0.013552820309996605,0.07952974736690521
91524000,0,1,1,1171368248954360692736,0.5381959080696106,-0.0833921730518341,0.16975416243076324,0.9899781942367554,-0.15261077880859375,7.474448204040527,0.0065659210085868835,-0.00022677425295114517,0.005472411867231131,0.01498000230640173,-0.009000169113278389,0.07603750377893448
91525000,0,1,1,1171368248954360692736,0.5366683006286621,-0.08369189500808716,0.18328189849853516,0.9967607259750366,-0.18037879467010498,7.531826972961426,0.005724540911614895,-0.0007909929845482111,0.005182093475013971,0.014545838348567486,-0.009306473657488823,0.07040765136480331
91526000,0,1,1,1171368248954360692736,0.535720705986023,-0.08461213856935501,0.19527366757392883,1.0016064643859863,-0.19435474276542664,7.625055313110352,0.007206656504422426,-0.001705921022221446,0.005561648868024349,0.011308800429105759,0.0003656558692455292,0.08249089121818542
91527000,0,1,1,1171368248954360692736,0.5362759828567505,-0.08740675449371338,0.21149633824825287,1.0080987215042114,-0.2155386507511139,7.774755477905273,0.006875492632389069,-0.0012985835783183575,0.007272404618561268,0.01566256582736969,-0.010545672848820686,0.09396275877952576
91528000,0,1,1,1171368248954360692736,0.5369083285331726,-0.08965928852558136,0.22510573267936707,1.0160276889801025,-0.24511486291885376,7.898024559020996,0.0068743061274290085,-0.0013381799217313528,0.005928002297878265,0.014638700522482395,-0.010717149823904037,0.08812452852725983
91529000,0,1,1,1171368248954360692736,0.5389996767044067,-0.09291844815015793,0.24078956246376038,1.0279371738433838,-0.27243155241012573,8.06466293334961,0.007795183453708887,-0.0018372375052422285,0.005853389855474234,0.016500098630785942,-0.008387112990021706,0.09820021688938141
91530000,0,1,1,1171368248954360692736,0.541854739189148,-0.09632369130849838,0.25546038150787354,1.0408605337142944,-0.30025267601013184,8.189847946166992,0.007571155205368996,-0.0021107711363583803,0.006322952453047037,0.017118608579039574,-0.00949165876954794,0.08653771877288818
91531000,0,1,1,1171368248954360692736,0.5448199510574341,-0.1005304753780365,0.2716699242591858,1.0528496503829956,-0.3293697237968445,8.306994438171387,0.007978023961186409,-0.0029575161170214415,0.00677970377728343,0.015684353187680244,-0.009706875309348106,0.08367250859737396
91532000,0,1,1,1171368248954360692736,0.5474615693092346,-0.10523886978626251,0.28639087080955505,1.0617314577102661,-0.3531123995780945,8.411697387695312,0.007555932737886906,-0.002642107894644141,0.006883908528834581,0.015653664246201515,-0.008025063201785088,0.0844532698392868
91533000,0,1,1,1171368248954360692736,0.5500947833061218,-0.11119913309812546,0.29963627457618713,1.0730117559432983,-0.38276365399360657,8.575758934020996,0.008069337345659733,-0.0036090160720050335,0.004999473690986633,0.01781519688665867,-0.01030796766281128,0.1008058413863182
91534000,0,1,1,1171368248954360692736,0.5553537607192993,-0.11840654909610748,0.31185752153396606,1.0817147493362427,-0.39797455072402954,8.769865989685059,0.009965202771127224,-0.004618010949343443,0.0055811600759625435,0.013050342909991741,-0.0008806958794593811,0.10709742456674576
91535000,0,1,1,1171368248954360692736,0.5611215829849243,-0.12482200562953949,0.32434192299842834,1.0883891582489014,-0.41327112913131714,8.935201644897461,0.009661201387643814,-0.002985820872709155,0.005899202078580856,0.015490420162677765,-0.006012200843542814,0.09951707720756531
91536000,0,1,1,1171368248954360692736,0.5689827799797058,-0.13200658559799194,0.3325291872024536,1.0975704193115234,-0.4324628412723541,9.071697235107422,0.012016529217362404,-0.005820099730044603,0.004216907080262899,0.016015730798244476,-0.006802630610764027,0.09378036111593246
91537000,0,1,1,1171368248954360692736,0.5791285634040833,-0.1406557410955429,0.3479457497596741,1.1126043796539307,-0.4547249674797058,9.274744033813477,0.012297622859477997,-0.005095494911074638,0.0053557781502604485,0.022499609738588333,-0.008349054493010044,0.11213021725416183
91538000,0,1,1,1171368248954360692736,0.5851840972900391,-0.1472223997116089,0.3580687344074249,1.129707932472229,-0.4746776819229126,9.385091781616211,0.009517130441963673,-0.003922814968973398,0.006105920299887657,0.019582729786634445,-0.006980725098401308,0.0893547534942627
91539000,0,1,1,1171368248954360692736,0.5900671482086182,-0.15448503196239471,0.37189194560050964,1.1455368995666504,-0.5058225393295288,9.551105499267578,0.010079722851514816,-0.004829328507184982,0.005340280942618847,0.021387532353401184,-0.012112877331674099,0.10627224296331406
91540000,0,1,1,1171368248954360692736,0.5964493155479431,-0.16251951456069946,0.38466423749923706,1.170939326286316,-0.5111311674118042,9.675214767456055,0.010145705193281174,-0.00658361054956913,0.006620264612138271,0.03045317530632019,-0.00021135807037353516,0.09531456232070923
91541000,0,1,1,1171368248954360692736,0.6045828461647034,-0.17045514285564423,0.39669808745384216,1.1942427158355713,-0.5165888071060181,9.791802406311035,0.013146162033081055,-0.005731920711696148,0.005536522250622511,0.022519320249557495,-0.004697937984019518,0.09881530702114105
91542000,0,1,1,1171368248954360692736,0.6173397302627563,-0.18114826083183289,0.40608859062194824,1.217758297920227,-0.5215722322463989,9.940885543823242,0.014289215207099915,-0.00811607763171196,0.005864832550287247,0.028369825333356857,-0.0016269618645310402,0.10008860379457474
91543000,0,1,1,1171368248954360692736,0.6379879117012024,-0.19868874549865723,0.41644108295440674,1.2525463104248047,-0.5230967998504639,10.086538314819336,0.021644415333867073,-0.01348990947008133,0.006813046056777239,0.03669970482587814,-0.0019464530050754547,0.09965689480304718
91544000,0,1,1,1171368248954360692736,0.6602463722229004,-0.21973112225532532,0.4253599941730499,1.2955811023712158,-0.5153276324272156,10.369152069091797,0.01829943060874939,-0.014311762526631355,0.0014343401417136192,0.03874517232179642,0.004259821027517319,0.13345716893672943
91545000,0,1,1,1171368248954360692736,0.6755899786949158,-0.23649507761001587,0.4340301752090454,1.3320815563201904,-0.5087338089942932,10.577980041503906,0.014822084456682205,-0.009613074362277985,0.005812131334096193,0.03316269814968109,8.98977741599083e-05,0.11809766292572021
91546000,0,1,1,1171368248954360692736,0.6854744553565979,-0.24838200211524963,0.44858604669570923,1.362288236618042,-0.5210049152374268,10.792799949645996,0.013433132320642471,-0.00783718191087246,0.007193005643785,0.03014829009771347,-0.006909771356731653,0.11561131477355957
91547000,0,1,1,1171368248954360692736,0.6934762597084045,-0.26044896245002747,0.46480777859687805,1.4012643098831177,-0.5138826966285706,11.133962631225586,0.013174084946513176,-0.01112027745693922,0.003637033747509122,0.042434655129909515,0.004856256768107414,0.13969996571540833
91548000,0,1,1,1171368248954360692736,0.698055624961853,-0.2691482901573181,0.48293307423591614,1.451859951019287,-0.4885229766368866,11.565664291381836,0.009317416697740555,-0.005376236513257027,0.006444504484534264,0.044735152274370193,0.005914315581321716,0.15456457436084747
91549000,0,1,1,1171368248954360692736,0.7026150226593018,-0.27464547753334045,0.5019052028656006,1.4934369325637817,-0.48871734738349915,11.877837181091309,0.011735926382243633,-0.0056007555685937405,0.007540920749306679,0.03351684659719467,-0.003590773791074753,0.13878662884235382
91550000,0,1,1,1171368248954360692736,0.7101360559463501,-0.2852154076099396,0.5172306299209595,1.536076545715332,-0.4904322028160095,12.278289794921875,0.01372386235743761,-0.011011026799678802,0.0038776712026447058,0.046770162880420685,0.0002719871699810028,0.1471632421016693
91551000,0,1,1,1171368248954360692736,0.7185721397399902,-0.29558810591697693,0.5407703518867493,1.5945442914962769,-0.5117308497428894,12.671061515808105,0.01357942633330822,-0.007318736985325813,0.008188500069081783,0.05123932287096977,-0.009767568670213223,0.14025473594665527
91552000,0,1,1,1171368248954360692736,0.7291804552078247,-0.3063317835330963,0.566669225692749,1.654116153717041,-0.5282416343688965,13.153023719787598,0.014451907947659492,-0.010139846242964268,0.0064796870574355125,0.053292594850063324,-0.0017435774207115173,0.1531871110200882
91553000,0,1,1,1171368248954360692736,0.7360079884529114,-0.3184766471385956,0.5751107931137085,1.7389122247695923,-0.508440375328064,13.762527465820312,0.011867371387779713,-0.010679015889763832,0.0007055364549160004,0.07841421663761139,0.007906980812549591,0.1684829145669937
91554000,0,1,1,1171368248954360692736,0.7349653244018555,-0.32006019353866577,0.5875478982925415,1.798351764678955,-0.5312302112579346,14.159445762634277,0.008028799667954445,-0.0002974565140902996,0.0076869698241353035,0.03594560921192169,-0.011293196119368076,0.1503116637468338
91555000,0,1,1,1171368248954360692736,0.7293574810028076,-0.31441831588745117,0.6010901927947998,1.82780921459198,-0.5648611783981323,14.537906646728516,0.00813086237758398,-0.0014702838379889727,0.005308964755386114,0.03845517709851265,-0.009129086509346962,0.14249680936336517
91556000,0,1,1,1171368248954360692736,0.7323578000068665,-0.3101474344730377,0.6195002794265747,1.8558897972106934,-0.579399585723877,14.90695571899414,0.013547347858548164,-0.0020286536309868097,0.00561517383903265,0.03650814667344093,-0.001092551276087761,0.14092916250228882
91557000,0,1,1,1171368248954360692736,0.7371028661727905,-0.3014521896839142,0.63315749168396,1.874549388885498,-0.562407374382019,15.147682189941406,0.012861005030572414,4.955846816301346e-05,0.005775935482233763,0.03136700019240379,0.0035719657316803932,0.12745322287082672
91558000,0,1,1,1171368248954360692736,0.7526659369468689,-0.2921683192253113,0.6638880372047424,1.8809902667999268,-0.552048921585083,15.289844512939453,0.02010485716164112,0.0019983849488198757,0.010580392554402351,0.017123017460107803,-0.0007888292893767357,0.10897350311279297
91559000,0,1,1,1171368248954360692736,0.7785656452178955,-0.28147682547569275,0.6987424492835999,1.8840510845184326,-0.5310486555099487,15.530576705932617,0.02317877486348152,0.002372047631070018,0.006977431941777468,0.023707982152700424,0.004831540398299694,0.11452673375606537
91560000,0,1,1,1171368248954360692736,0.8063698410987854,-0.27153658866882324,0.729884147644043,1.8965203762054443,-0.5218241214752197,15.769632339477539,0.02214234508574009,0.0022275494411587715,0.00744913425296545,0.028673600405454636,-0.002414911985397339,0.11651666462421417
91561000,0,1,1,1171368248954360692736,0.8334017992019653,-0.26228347420692444,0.7643145322799683,1.9070587158203125,-0.4964521527290344,15.945661544799805,0.020835300907492638,8.11135396361351e-05,0.009226897731423378,0.02152177132666111,0.007323961239308119,0.1127847284078598
91562000,0,1,1,1171368248954360692736,0.8729273080825806,-0.2511078119277954,0.8133355379104614,1.9137378931045532,-0.4681570529937744,16.186460494995117,0.03447314724326134,0.00347962137311697,0.010445654392242432,0.024318236857652664,0.003694920800626278,0.11431616544723511
91563000,0,1,1,1171368248954360692736,0.9142350554466248,-0.23922975361347198,0.8468105792999268,1.915945291519165,-0.4537772536277771,16.26736831665039,0.025985686108469963,0.002035559620708227,0.009666110388934612,0.015019013546407223,0.0033099958673119545,0.0970643013715744
91564000,0,1,1,1171368248954360692736,0.9636071920394897,-0.22671058773994446,0.8960846662521362,1.9200053215026855,-0.4541986584663391,16.444536209106445,0.040043964982032776,0.006594546139240265,0.008713571354746819,0.028568489477038383,-0.006383690517395735,0.105857715010643
91565000,0,1,1,1171368248954360692736,1.0805912017822266,-0.20344653725624084,0.9937304258346558,1.924450397491455,-0.43755096197128296,16.580564498901367,0.08686090260744095,0.01254696398973465,0.022226892411708832,0.013766255229711533,0.004836312495172024,0.0974508747458458
91566000,0,1,1,1171368248954360692736,1.1334681510925293,-0.2079847902059555,0.9848155975341797,1.9045790433883667,-0.46334660053253174,16.590679168701172,0.025053443387150764,-0.00898747704923153,-0.004965521395206451,0.015676192939281464,-0.005544618237763643,0.10005796700716019
91567000,0,1,1,1171368248954360692736,1.1478488445281982,-0.22704210877418518,0.9707174301147461,1.888647437095642,-0.4860168993473053,16.676414489746094,0.019583523273468018,-0.007055157795548439,-3.966805525124073e-05,0.017624257132411003,-0.0027427370660007,0.10201441496610641
